Year,Quarter,State,District,Count,Amount,Average Transaction
2020,Q2,Manipur,Churachandpur,50818,128936170.25492851,2537.2145746571787
2020,Q2,Manipur,Kangpokpi,48617,105034881.03695941,2160.4558289684555
2020,Q2,Manipur,Kakching,30404,53791181.45126964,1769.2139669540074
2020,Q2,Manipur,Ukhrul,24243,43560417.966341965,1796.824566528151
2020,Q2,Manipur,Chandel,21517,49008541.10085201,2277.6660826719344
2020,Q2,Manipur,Tamenglong,21294,47020896.803083815,2208.1758618899134
2020,Q3,Manipur,Imphal West,805964,3116905375.221828,3867.3009901457485
2020,Q3,Manipur,Imphal East,148992,357420385.46601486,2398.9233345818225
2020,Q3,Manipur,Bishnupur,82097,178752852.0332132,2177.337199084171
2020,Q3,Manipur,Thoubal,75667,178314817.40950677,2356.5731086141486
2020,Q3,Manipur,Churachandpur,61160,179008408.76793513,2926.886997513655
2020,Q3,Manipur,Kangpokpi,56646,141494952.88474357,2497.88074859202
2020,Q3,Manipur,Kakching,33268,72744605.62932977,2186.623951825471
2020,Q3,Manipur,Ukhrul,27857,63120519.96337035,2265.876439077085
2020,Q3,Manipur,Chandel,25158,63504521.07112962,2524.227723631832
2020,Q3,Manipur,Tamenglong,24595,57102594.74572652,2321.7155822617
2020,Q4,Manipur,Imphal West,894877,3447479864.9516916,3852.462254535195
2020,Q4,Manipur,Imphal East,179438,524041651.0001225,2920.460833268998
2020,Q4,Manipur,Bishnupur,95869,267444206.3886955,2789.683906045703
2020,Q4,Manipur,Thoubal,87208,249311101.38298762,2858.809987420737
2020,Q4,Manipur,Kangpokpi,74472,216458503.28856832,2906.575669896986
2020,Q4,Manipur,Churachandpur,71693,243354880.5430908,3394.4022504720238
2020,Q4,Manipur,Kakching,37180,96767393.90324815,2602.6733163864483
2020,Q4,Manipur,Ukhrul,32947,91688189.17603046,2782.8994802570933
2020,Q4,Manipur,Chandel,31540,90473275.49273106,2868.5249046522213
2020,Q4,Manipur,Tamenglong,27674,77956516.78360562,2816.958762145177
2021,Q1,Manipur,Imphal West,1693458,4962553375.308464,2930.4260131095452
2021,Q1,Manipur,Imphal East,161841,530028907.0928848,3274.997726737259
2021,Q1,Manipur,Bishnupur,73777,255486792.7272072,3462.959902506299
2021,Q1,Manipur,Thoubal,72593,240713473.66814184,3315.9323029512743
2021,Q1,Manipur,Kangpokpi,63234,205050443.8236801,3242.7245441325886
2021,Q1,Manipur,Churachandpur,62755,250250943.40948159,3987.7450945658766
2021,Q1,Manipur,Kakching,29803,92307870.36114597,3097.267736843471
2021,Q1,Manipur,Chandel,23884,80445733.2065684,3368.1851116466423
2021,Q1,Manipur,Ukhrul,22415,68745913.46443735,3066.9602259396543
2021,Q1,Manipur,Senapati,22025,73777202.51436572,3349.7027248293175
2021,Q2,Manipur,Imphal West,2353896,5697696459.585503,2420.5387407028616
2021,Q2,Manipur,Imphal East,179337,491977805.97917175,2743.3145752364085
2021,Q2,Manipur,Thoubal,91264,268514237.48815316,2942.1703792092517
2021,Q2,Manipur,Bishnupur,89095,260900495.1629062,2928.3404810921625
2021,Q2,Manipur,Churachandpur,80524,273962339.3949944,3402.244540695872
2021,Q2,Manipur,Kangpokpi,78765,236369410.09906265,3000.9447102020267
2021,Q2,Manipur,Kakching,37444,92311646.34027098,2465.3254550868223
2021,Q2,Manipur,Chandel,29178,90054101.93360364,3086.3699339777795
2021,Q2,Manipur,Ukhrul,28524,81225585.72178741,2847.622553701704
2021,Q2,Manipur,Senapati,25681,70219657.8819672,2734.3038776514622
2021,Q3,Manipur,Imphal West,3027735,7437068961.027052,2456.3143607439397
2021,Q3,Manipur,Imphal East,226128,705081475.2381084,3118.0635535542187
2021,Q3,Manipur,Thoubal,113257,363547884.1177802,3209.9374353707076
2021,Q3,Manipur,Churachandpur,109913,397548796.562021,3616.9406399790837
2021,Q3,Manipur,Bishnupur,104901,320379628.1976948,3054.1141476029284
2021,Q3,Manipur,Kangpokpi,94883,299760833.40438926,3159.2680817890378
2021,Q3,Manipur,Kakching,44277,128692670.00805305,2906.535447479573
2021,Q3,Manipur,Chandel,36126,116052040.78947881,3212.4243146066215
2021,Q3,Manipur,Ukhrul,35250,118509943.90387844,3361.9842242235018
2021,Q3,Manipur,Tamenglong,33266,108769884.2048046,3269.701322816227
2021,Q4,Manipur,Imphal West,3649688,9254105829.377777,2535.588200793541
2021,Q4,Manipur,Imphal East,268205,853764884.9988655,3183.254916943627
2021,Q4,Manipur,Thoubal,130316,393043161.28167,3016.077544443276
2021,Q4,Manipur,Churachandpur,121140,446895232.6851511,3689.080672652725
2021,Q4,Manipur,Bishnupur,113386,369885898.8351996,3262.1831516695147
2021,Q4,Manipur,Kangpokpi,107329,318563859.8204656,2968.106101989822
2021,Q4,Manipur,Kakching,43224,130159064.31913412,3011.268376807656
2021,Q4,Manipur,Tengnoupal,40383,154956864.23616886,3837.1806016434853
2021,Q4,Manipur,Tamenglong,40279,140792582.93230078,3495.4339217036363
2021,Q4,Manipur,Chandel,39891,131651667.09783676,3300.2849539454205
2022,Q1,Manipur,Imphal West,4129560,10331377272.313238,2501.810670462044
2022,Q1,Manipur,Imphal East,298053,926298622.7916505,3107.831905035851
2022,Q1,Manipur,Thoubal,159443,465999965.9324683,2922.674347148939
2022,Q1,Manipur,Churachandpur,132079,478282953.1412998,3621.188479177612
2022,Q1,Manipur,Bishnupur,129775,410979761.59592944,3166.8638920896124
2022,Q1,Manipur,Kangpokpi,120614,361422857.4778744,2996.5249264419917
2022,Q1,Manipur,Tamenglong,53325,182059187.8775179,3414.143232583552
2022,Q1,Manipur,Chandel,46964,156821048.3314056,3339.1757161103315
2022,Q1,Manipur,Ukhrul,45977,163211543.8876433,3549.8519670192336
2022,Q1,Manipur,Kakching,45714,129009720.36301751,2822.1052710989525
2022,Q2,Manipur,Imphal West,4858000,11035105413.78688,2271.5326088486786
2022,Q2,Manipur,Imphal East,334382,1017003992.8811904,3041.443597087135
2022,Q2,Manipur,Thoubal,179962,489921006.2514488,2722.3580881044268
2022,Q2,Manipur,Bishnupur,132234,427663723.98262024,3234.1434425535053
2022,Q2,Manipur,Churachandpur,130821,445674066.47566885,3406.7471313907463
2022,Q2,Manipur,Kangpokpi,127346,360381229.24300873,2829.9375657108094
2022,Q2,Manipur,Tamenglong,48779,158669784.21199045,3252.8297876543274
2022,Q2,Manipur,Ukhrul,48388,165524493.50724024,3420.775678003642
2022,Q2,Manipur,Kakching,45754,124881636.16645998,2729.414612196966
2022,Q2,Manipur,Chandel,44845,161255425.28835768,3595.8395649093027
2022,Q3,Manipur,Imphal West,4865688,11153142712.787489,2292.202605836521
2022,Q3,Manipur,Imphal East,401052,1106024473.2650971,2757.808147734202
2022,Q3,Manipur,Churachandpur,200968,560754898.7150536,2790.2695887656423
2022,Q3,Manipur,Thoubal,198398,502784611.8050357,2534.222178676376
2022,Q3,Manipur,Kangpokpi,137088,382055039.86516064,2786.932772125647
2022,Q3,Manipur,Bishnupur,126573,397535713.9599227,3140.7623581642424
2022,Q3,Manipur,Kakching,114178,269711112.45492435,2362.1986061669004
2022,Q3,Manipur,Tamenglong,48889,150947198.9523353,3087.5493250493014
2022,Q3,Manipur,Ukhrul,48127,165404721.91649568,3436.8384049804827
2022,Q3,Manipur,Senapati,46116,141106697.64180186,3059.820835324006
2022,Q4,Manipur,Imphal West,4737839,11004726597.698875,2322.7312278232494
2022,Q4,Manipur,Imphal East,417476,1124061241.8453987,2692.5170353395133
2022,Q4,Manipur,Thoubal,252156,642341521.1672155,2547.39733009413
2022,Q4,Manipur,Kakching,205827,477287512.84893876,2318.877080504204
2022,Q4,Manipur,Kangpokpi,195796,499527018.9345387,2551.2626352659845
2022,Q4,Manipur,Churachandpur,139622,418292018.1391273,2995.8890299460495
2022,Q4,Manipur,Bishnupur,134155,398215642.6664851,2968.325017080877
2022,Q4,Manipur,Senapati,63745,180730794.84235084,2835.2152300941384
2022,Q4,Manipur,Tamenglong,51040,160602196.99791262,3146.5947687678804
2022,Q4,Manipur,Tengnoupal,49553,175755833.19199604,3546.825281859747
2023,Q1,Manipur,Imphal West,987912,2602833306.0,2634.6813339649684
2023,Q1,Manipur,Imphal East,659880,1637025593.0,2480.79286082318
2023,Q1,Manipur,Thoubal,315961,796620060.0,2521.260725216087
2023,Q1,Manipur,Bishnupur,231239,626631062.0,2709.884846414316
2023,Q1,Manipur,Churachandpur,221158,582341436.0,2633.146601072536
2023,Q1,Manipur,Kangpokpi,211256,520765461.0,2465.0919311167495
2023,Q1,Manipur,Senapati,94404,252756548.0,2677.392356256091
2023,Q1,Manipur,Tamenglong,86492,231452890.0,2676.0034454053553
2023,Q1,Manipur,Ukhrul,83455,267514824.0,3205.4978611227607
2023,Q1,Manipur,Tengnoupal,79811,294235941.0,3686.658994374209
2023,Q2,Manipur,Imphal West,484182,1347200442.0,2782.425703557753
2023,Q2,Manipur,Imphal East,332809,855990060.0,2572.015961106821
2023,Q2,Manipur,Thoubal,155290,412755825.0,2657.9678343743963
2023,Q2,Manipur,Churachandpur,108049,309376954.0,2863.3023350516896
2023,Q2,Manipur,Bishnupur,108042,304861281.0,2821.692314100072
2023,Q2,Manipur,Kangpokpi,96061,265835614.0,2767.362550879129
2023,Q2,Manipur,Jiribam,53949,153237238.0,2840.4092383547422
2023,Q2,Manipur,Senapati,49144,139357712.0,2835.701448803516
2023,Q2,Manipur,Tamenglong,42991,121710165.0,2831.0615012444464
2023,Q2,Manipur,Ukhrul,41027,131978491.0,3216.8691593340973
2023,Q3,Manipur,Imphal West,283239,1192373419.0,4209.778381508197
2023,Q3,Manipur,Imphal East,195597,762942643.0,3900.584584630644
2023,Q3,Manipur,Thoubal,70780,289941575.0,4096.377154563436
2023,Q3,Manipur,Kangpokpi,60374,270393444.0,4478.640540630073
2023,Q3,Manipur,Bishnupur,52074,228769251.0,4393.156872911626
2023,Q3,Manipur,Jiribam,48471,170419988.0,3515.9164861463555
2023,Q3,Manipur,Churachandpur,43375,215267198.0,4962.932518731988
2023,Q3,Manipur,Senapati,25056,88162234.0,3518.6076787994893
2023,Q3,Manipur,Tamenglong,21706,105176707.0,4845.513083939924
2023,Q3,Manipur,Ukhrul,18404,74546308.0,4050.5492284286024
2023,Q4,Manipur,Imphal West,645798,2110859186.0,3268.605951086872
2023,Q4,Manipur,Imphal East,466350,1424311158.0,3054.1678095850757
2023,Q4,Manipur,Thoubal,193084,587381961.0,3042.1058244080295
2023,Q4,Manipur,Bishnupur,158304,517891073.0,3271.4970752476247
2023,Q4,Manipur,Kangpokpi,143024,482630626.0,3374.4729975388746
2023,Q4,Manipur,Churachandpur,123502,463823678.0,3755.596492364496
2023,Q4,Manipur,Jiribam,79450,216717452.0,2727.721233480176
2023,Q4,Manipur,Senapati,55235,143200212.0,2592.5629039558253
2023,Q4,Manipur,Tamenglong,53369,169026544.0,3167.1296820251455
2023,Q4,Manipur,Ukhrul,48581,176550849.0,3634.1542784216053
2018,Q1,Meghalaya,East Khasi Hills,23283,31807959.175373342,1366.1452207779644
2018,Q1,Meghalaya,West Garo Hills,7660,9199200.848858135,1200.9400585976678
2018,Q1,Meghalaya,Ribhoi,6029,8736566.953918608,1449.0905546390127
2018,Q1,Meghalaya,East Jaintia Hills,4896,8299361.376028441,1695.131000005809
2018,Q1,Meghalaya,West Jaintia Hills,3131,2812937.948004551,898.4151862039448
2018,Q1,Meghalaya,West Khasi Hills,1079,1647761.3372907462,1527.1189409552792
2018,Q1,Meghalaya,North Garo Hills,922,652554.6654640209,707.759940850348
2018,Q1,Meghalaya,South West Garo Hills,798,1015597.2351604333,1272.6782395494151
2018,Q1,Meghalaya,East Garo Hills,749,781579.3759249721,1043.4971641187879
2018,Q1,Meghalaya,South Garo Hills,705,807410.0407250253,1145.262469113511
2018,Q2,Meghalaya,East Khasi Hills,33966,61180700.47972991,1801.2336006515313
2018,Q2,Meghalaya,West Garo Hills,10651,19685429.154264543,1848.2235615683544
2018,Q2,Meghalaya,Ribhoi,8761,14181827.919832248,1618.7453395539605
2018,Q2,Meghalaya,East Jaintia Hills,6004,13059945.843045246,2175.207502172759
2018,Q2,Meghalaya,West Jaintia Hills,2232,2312980.3326936862,1036.2815110634795
2018,Q2,Meghalaya,South West Garo Hills,1767,1724404.6747075585,975.8939868180863
2018,Q2,Meghalaya,North Garo Hills,1403,1278347.188045342,911.1526643231233
2018,Q2,Meghalaya,South Garo Hills,1103,1553253.9322072896,1408.208460750036
2018,Q2,Meghalaya,East Garo Hills,832,1032161.1690227182,1240.5783281523056
2018,Q2,Meghalaya,West Khasi Hills,742,684129.9552836155,922.0080259887002
2018,Q3,Meghalaya,East Khasi Hills,54015,111173160.26256448,2058.190507499111
2018,Q3,Meghalaya,West Garo Hills,17911,31488596.43937725,1758.0590943764864
2018,Q3,Meghalaya,Ribhoi,13023,26072883.301655468,2002.0642940686068
2018,Q3,Meghalaya,East Jaintia Hills,11397,22683448.874125846,1990.2999801812623
2018,Q3,Meghalaya,West Jaintia Hills,3240,4571330.11958733,1410.9043578973242
2018,Q3,Meghalaya,South West Garo Hills,2740,4294444.4478258435,1567.3154919072422
2018,Q3,Meghalaya,North Garo Hills,2271,1976480.205681387,870.312728173222
2018,Q3,Meghalaya,South Garo Hills,2110,2467349.2565310476,1169.359837218506
2018,Q3,Meghalaya,East Garo Hills,1323,1963470.7809556075,1484.1048986814872
2018,Q3,Meghalaya,West Khasi Hills,1228,2146208.196912882,1747.7265447173306
2018,Q4,Meghalaya,East Khasi Hills,70386,167808906.77955163,2384.1233594685255
2018,Q4,Meghalaya,West Garo Hills,29000,52674487.37349704,1816.3616335688635
2018,Q4,Meghalaya,East Jaintia Hills,20614,37885027.674247645,1837.8300026315924
2018,Q4,Meghalaya,Ribhoi,18294,42066652.87282289,2299.478127955772
2018,Q4,Meghalaya,West Jaintia Hills,4693,7562803.76113517,1611.5073004762776
2018,Q4,Meghalaya,North Garo Hills,4011,4590211.2600644585,1144.4056993429215
2018,Q4,Meghalaya,South West Garo Hills,3950,4531236.407859931,1147.1484576860585
2018,Q4,Meghalaya,South Garo Hills,3037,6001319.09688588,1976.0681912696346
2018,Q4,Meghalaya,West Khasi Hills,2821,5962239.029920495,2113.519684480856
2018,Q4,Meghalaya,East Garo Hills,2808,5832920.483690145,2077.2508845050374
2019,Q1,Meghalaya,East Khasi Hills,101662,201352082.70276013,1980.6032018134615
2019,Q1,Meghalaya,West Garo Hills,30087,58548564.168713726,1945.9754767412412
2019,Q1,Meghalaya,Ribhoi,27304,55813436.16699862,2044.1487022780038
2019,Q1,Meghalaya,East Jaintia Hills,25054,46007520.563187,1836.334340352319
2019,Q1,Meghalaya,West Jaintia Hills,5411,7594602.551824972,1403.5487990805714
2019,Q1,Meghalaya,South West Garo Hills,3819,4558241.545395774,1193.5694017794642
2019,Q1,Meghalaya,North Garo Hills,3816,4016398.1062618718,1052.5152270078281
2019,Q1,Meghalaya,West Khasi Hills,3646,5045464.405482588,1383.8355473073473
2019,Q1,Meghalaya,East Garo Hills,3529,6495149.290021526,1840.5070246589758
2019,Q1,Meghalaya,South Garo Hills,3146,7486873.33081286,2379.8071617332675
2019,Q2,Meghalaya,East Khasi Hills,126665,274701980.60370815,2168.7283827711535
2019,Q2,Meghalaya,West Garo Hills,32077,70701852.43602182,2204.129202731609
2019,Q2,Meghalaya,Ribhoi,27488,61625177.51082603,2241.893826790819
2019,Q2,Meghalaya,East Jaintia Hills,21325,43624217.35616365,2045.6842839936062
2019,Q2,Meghalaya,West Jaintia Hills,5226,9713762.898637522,1858.7376384687184
2019,Q2,Meghalaya,South West Garo Hills,4563,6981663.150095232,1530.0598619538093
2019,Q2,Meghalaya,East Garo Hills,3926,6785815.738085165,1728.429887438911
2019,Q2,Meghalaya,North Garo Hills,3804,4329558.19180281,1138.1593564150394
2019,Q2,Meghalaya,South Garo Hills,3048,7076537.051932728,2321.6985078519447
2019,Q2,Meghalaya,West Khasi Hills,3012,4711717.239687435,1564.3151526186705
2019,Q3,Meghalaya,East Khasi Hills,156970,344129503.4634751,2192.326581279704
2019,Q3,Meghalaya,West Garo Hills,45652,90390851.3262687,1979.997619518722
2019,Q3,Meghalaya,Ribhoi,36292,73979318.03570686,2038.4469865454332
2019,Q3,Meghalaya,East Jaintia Hills,28604,50090916.58164,1751.1857286267655
2019,Q3,Meghalaya,West Jaintia Hills,8947,11292434.23987686,1262.147562297626
2019,Q3,Meghalaya,South West Garo Hills,6405,9676872.049848383,1510.8309211316757
2019,Q3,Meghalaya,North Garo Hills,6329,7479871.090316384,1181.840905406286
2019,Q3,Meghalaya,East Garo Hills,5970,8134689.123280492,1362.5944930118076
2019,Q3,Meghalaya,South Garo Hills,4768,7846736.258536675,1645.7081079145712
2019,Q3,Meghalaya,West Khasi Hills,4604,6779362.1133165285,1472.493942944511
2019,Q4,Meghalaya,East Khasi Hills,189936,413649820.0310261,2177.8379034570917
2019,Q4,Meghalaya,West Garo Hills,51137,104063298.1853754,2034.9902846349103
2019,Q4,Meghalaya,Ribhoi,42953,90622918.2855494,2109.815805311606
2019,Q4,Meghalaya,East Jaintia Hills,31575,61615652.49744396,1951.4062548675838
2019,Q4,Meghalaya,West Jaintia Hills,11750,16126169.373071242,1372.439946644361
2019,Q4,Meghalaya,North Garo Hills,8449,11018090.113242699,1304.0703175810982
2019,Q4,Meghalaya,East Garo Hills,7811,11523924.1048165,1475.3455517624504
2019,Q4,Meghalaya,South West Garo Hills,7301,11722163.47943544,1605.5558799391097
2019,Q4,Meghalaya,South Garo Hills,7020,9901296.404344358,1410.441083239937
2019,Q4,Meghalaya,West Khasi Hills,5296,8007467.1825601505,1511.983984622385
2020,Q1,Meghalaya,East Khasi Hills,280817,712010339.1765578,2535.4958538000114
2020,Q1,Meghalaya,West Garo Hills,65263,130098803.74893945,1993.4542351552864
2020,Q1,Meghalaya,Ribhoi,51789,109400759.46669218,2112.432359510556
2020,Q1,Meghalaya,East Jaintia Hills,36855,76021760.04400355,2062.725818586448
2020,Q1,Meghalaya,West Jaintia Hills,15784,22057088.945124794,1397.4334101067407
2020,Q1,Meghalaya,South West Garo Hills,10582,14322530.890240096,1353.4805226082117
2020,Q1,Meghalaya,South Garo Hills,10483,11902327.507517826,1135.393256464545
2020,Q1,Meghalaya,East Garo Hills,10003,15050504.879497696,1504.5991082173043
2020,Q1,Meghalaya,North Garo Hills,9622,11664668.291425837,1212.291445793581
2020,Q1,Meghalaya,West Khasi Hills,7569,12185453.500704024,1609.9159070820483
2020,Q2,Meghalaya,East Khasi Hills,294655,669450297.8938913,2271.9801051870536
2020,Q2,Meghalaya,West Garo Hills,107355,178844205.74639174,1665.9140770936774
2020,Q2,Meghalaya,Ribhoi,60451,108416383.1511733,1793.4588865556118
2020,Q2,Meghalaya,East Jaintia Hills,50077,79110098.89726548,1579.7691334797507
2020,Q2,Meghalaya,West Jaintia Hills,26041,22356066.44251103,858.4949288626024
2020,Q2,Meghalaya,South West Garo Hills,20761,21835410.253734995,1051.7513729461489
2020,Q2,Meghalaya,East Garo Hills,19865,19379120.258930385,975.5409141168077
2020,Q2,Meghalaya,North Garo Hills,19393,16949021.845094834,873.9762721133828
2020,Q2,Meghalaya,South Garo Hills,15934,18498464.712551527,1160.9429341377888
2020,Q2,Meghalaya,West Khasi Hills,14911,13551099.230221383,908.7988216901202
2020,Q3,Meghalaya,East Khasi Hills,239307,571789473.606595,2389.355403755824
2020,Q3,Meghalaya,West Garo Hills,117550,249575864.65120554,2123.1464453526632
2020,Q3,Meghalaya,Ribhoi,64590,138771339.65408337,2148.495737019405
2020,Q3,Meghalaya,East Jaintia Hills,52534,99669877.91499352,1897.2451729354993
2020,Q3,Meghalaya,West Jaintia Hills,28622,39860361.23642549,1392.64765692214
2020,Q3,Meghalaya,South West Garo Hills,19536,31848167.460986283,1630.2297021389375
2020,Q3,Meghalaya,East Garo Hills,19353,30405909.14616639,1571.1212290686917
2020,Q3,Meghalaya,North Garo Hills,17943,23618250.656932067,1316.293298608486
2020,Q3,Meghalaya,South Garo Hills,17171,23368652.17951659,1360.9371719478534
2020,Q3,Meghalaya,West Khasi Hills,15031,19820539.50357129,1318.6441024264047
2020,Q4,Meghalaya,East Khasi Hills,298622,777719090.1611657,2604.3596592386552
2020,Q4,Meghalaya,West Garo Hills,149536,362364387.96744514,2423.2585328445666
2020,Q4,Meghalaya,Ribhoi,90879,223682008.03015277,2461.3167841872464
2020,Q4,Meghalaya,East Jaintia Hills,65059,162952261.01543325,2504.6843790318517
2020,Q4,Meghalaya,West Jaintia Hills,32267,55102701.174963415,1707.7107005598107
2020,Q4,Meghalaya,South West Garo Hills,24078,49584665.87626746,2059.334906398682
2020,Q4,Meghalaya,East Garo Hills,23262,41847990.16447668,1798.9850470499819
2020,Q4,Meghalaya,South Garo Hills,22487,34586748.626706876,1538.0774948506637
2020,Q4,Meghalaya,North Garo Hills,22048,36801863.778283074,1669.1701641093557
2020,Q4,Meghalaya,West Khasi Hills,18440,41431802.48173465,2246.843952371727
2021,Q1,Meghalaya,East Khasi Hills,322156,915771307.2291536,2842.633094616129
2021,Q1,Meghalaya,West Garo Hills,133362,370492803.5429464,2778.098735343999
2021,Q1,Meghalaya,Ribhoi,98957,266571316.12978175,2693.809595377606
2021,Q1,Meghalaya,East Jaintia Hills,70732,205454314.79640436,2904.686913934349
2021,Q1,Meghalaya,West Jaintia Hills,24312,53826602.11269104,2213.9931767312864
2021,Q1,Meghalaya,South Garo Hills,19054,44351833.9562286,2327.6915060474757
2021,Q1,Meghalaya,North Garo Hills,18850,37908696.16305937,2011.0714144859082
2021,Q1,Meghalaya,South West Garo Hills,18591,41861206.69737828,2251.6920390177115
2021,Q1,Meghalaya,East Garo Hills,18473,40212217.23708049,2176.810330594949
2021,Q1,Meghalaya,West Khasi Hills,16947,60183253.84696514,3551.2629873703395
2021,Q2,Meghalaya,East Khasi Hills,386773,994348113.9313933,2570.8829570093912
2021,Q2,Meghalaya,West Garo Hills,174186,437555569.8453884,2512.0019395668332
2021,Q2,Meghalaya,Ribhoi,111231,265892507.53668693,2390.453268753198
2021,Q2,Meghalaya,East Jaintia Hills,87223,205906820.910982,2360.694093426986
2021,Q2,Meghalaya,West Jaintia Hills,30529,53732989.3560653,1760.063852601307
2021,Q2,Meghalaya,North Garo Hills,25028,37984069.23193222,1517.662986732149
2021,Q2,Meghalaya,South West Garo Hills,24491,47526700.898553595,1940.5782082623655
2021,Q2,Meghalaya,East Garo Hills,24431,42603145.83447135,1743.8150642409787
2021,Q2,Meghalaya,South Garo Hills,21894,48819031.95729189,2229.7904429200644
2021,Q2,Meghalaya,West Khasi Hills,16590,41326043.50138934,2491.021308100623
2021,Q3,Meghalaya,East Khasi Hills,475308,1267820067.2649465,2667.3653026352313
2021,Q3,Meghalaya,West Garo Hills,207635,550868915.1603696,2653.063862838007
2021,Q3,Meghalaya,Ribhoi,135524,337135306.83131677,2487.6428295454443
2021,Q3,Meghalaya,East Jaintia Hills,103142,254116660.02417076,2463.7554054039165
2021,Q3,Meghalaya,West Jaintia Hills,37590,71888903.26179792,1912.4475462037224
2021,Q3,Meghalaya,North Garo Hills,30790,56346103.94114269,1830.0131192316562
2021,Q3,Meghalaya,East Garo Hills,29654,54695590.9177565,1844.4591258432756
2021,Q3,Meghalaya,South West Garo Hills,28662,59140851.35546416,2063.3888547716197
2021,Q3,Meghalaya,South Garo Hills,23378,50417337.278425165,2156.6146496032666
2021,Q3,Meghalaya,West Khasi Hills,17524,45708478.00363463,2608.3358824260804
2021,Q4,Meghalaya,East Khasi Hills,602012,1647841435.7937279,2737.223569951642
2021,Q4,Meghalaya,West Garo Hills,261543,746098768.1324025,2852.681081628652
2021,Q4,Meghalaya,Ribhoi,210094,495239611.1245396,2357.2287220222356
2021,Q4,Meghalaya,East Jaintia Hills,140522,371541323.51234245,2644.008222999548
2021,Q4,Meghalaya,West Jaintia Hills,43460,98276171.06270258,2261.3016811482416
2021,Q4,Meghalaya,North Garo Hills,38565,88113799.75521982,2284.8126476136345
2021,Q4,Meghalaya,East Garo Hills,37744,79675265.12123142,2110.9385629830285
2021,Q4,Meghalaya,South West Garo Hills,35153,76249072.06112294,2169.063012008163
2021,Q4,Meghalaya,West Khasi Hills,29960,108595108.91303806,3624.669856910483
2021,Q4,Meghalaya,South Garo Hills,28989,89662812.04398018,3092.994309702997
2022,Q1,Meghalaya,East Khasi Hills,653082,1762837936.3129022,2699.259719779296
2022,Q1,Meghalaya,West Garo Hills,325791,991586557.2279948,3043.6278387923385
2022,Q1,Meghalaya,Ribhoi,257923,624403404.8028624,2420.8907495758904
2022,Q1,Meghalaya,East Jaintia Hills,169484,496156278.4387266,2927.4520216582487
2022,Q1,Meghalaya,West Jaintia Hills,49196,126597671.42735201,2573.332617028864
2022,Q1,Meghalaya,South Garo Hills,43827,166412749.63292432,3797.0372061269154
2022,Q1,Meghalaya,East Garo Hills,42878,97659034.30770612,2277.602367361027
2022,Q1,Meghalaya,North Garo Hills,42030,87894203.47088854,2091.225397832228
2022,Q1,Meghalaya,South West Garo Hills,39644,98249285.49958463,2478.2889087777376
2022,Q1,Meghalaya,West Khasi Hills,36687,148090837.06952718,4036.6025314015096
2022,Q2,Meghalaya,East Khasi Hills,853333,2156500112.108344,2527.149556044761
2022,Q2,Meghalaya,West Garo Hills,392151,1150602954.6389537,2934.0813988462446
2022,Q2,Meghalaya,Ribhoi,337102,755786725.0698187,2242.0119876767826
2022,Q2,Meghalaya,East Jaintia Hills,193196,502640751.7922025,2601.7140716795507
2022,Q2,Meghalaya,West Jaintia Hills,56272,152394109.72808385,2708.1694222363494
2022,Q2,Meghalaya,East Garo Hills,46150,106793207.79406631,2314.0456726774933
2022,Q2,Meghalaya,North Garo Hills,44965,92496675.79074751,2057.0816366228737
2022,Q2,Meghalaya,South West Garo Hills,43006,118240788.93575428,2749.4021516940493
2022,Q2,Meghalaya,South Garo Hills,33680,92292848.0663783,2740.286462778453
2022,Q2,Meghalaya,West Khasi Hills,31223,103764884.88347426,3323.347688674191
2022,Q3,Meghalaya,East Khasi Hills,2924522,6137770373.209273,2098.726004868239
2022,Q3,Meghalaya,West Garo Hills,508052,1283479556.413095,2526.2759646908094
2022,Q3,Meghalaya,Ribhoi,400075,825278960.5336027,2062.8106243419425
2022,Q3,Meghalaya,East Jaintia Hills,241204,633317484.0750391,2625.6508352889637
2022,Q3,Meghalaya,West Jaintia Hills,62798,171112837.01348788,2724.813481535843
2022,Q3,Meghalaya,South West Garo Hills,48898,121831916.04534972,2491.5521298488634
2022,Q3,Meghalaya,North Garo Hills,48727,107884419.55644782,2214.0583158505106
2022,Q3,Meghalaya,East Garo Hills,47047,99390252.25463584,2112.573644539202
2022,Q3,Meghalaya,South Garo Hills,35206,88310719.84102406,2508.399700080215
2022,Q3,Meghalaya,West Khasi Hills,29296,87822016.1025165,2997.7476823633433
2022,Q4,Meghalaya,East Khasi Hills,2285868,4886013367.030625,2137.4871020682845
2022,Q4,Meghalaya,West Garo Hills,612945,1565478827.2720149,2554.0282199414546
2022,Q4,Meghalaya,Ribhoi,416100,855262410.3336375,2055.4251630224403
2022,Q4,Meghalaya,East Jaintia Hills,252554,698736182.2686267,2766.6803228958033
2022,Q4,Meghalaya,West Jaintia Hills,81501,229129661.89603108,2811.3723990629696
2022,Q4,Meghalaya,East Garo Hills,59445,143293321.81485856,2410.5193340879564
2022,Q4,Meghalaya,South West Garo Hills,59231,150334364.85984024,2538.102764765752
2022,Q4,Meghalaya,North Garo Hills,59149,130072498.39208946,2199.0650457672905
2022,Q4,Meghalaya,South Garo Hills,47478,134393051.37739396,2830.6384299547994
2022,Q4,Meghalaya,West Khasi Hills,41404,141954215.09290665,3428.5145177496534
